,sentiment,tweet
1200974,4,@ralphp matt was getting frustrated lastnight cause he was trying to turn off twitter on my phone with no luck 
1043711,4,checking my emails  kinda lame i know
23476,0,Alarm clock woke me up on Sunday. I don't work on Sunday. I got up for nothing. 
317618,0,"Wow, I can't afford Sims 3 "
850779,4,KLM is now following me on twitter  Should I mention that it have been 4 nice flights this weekend and that they have some cute stewardes?
1150616,4,hello everybody 
334123,0,I'm getting so old.....I want to be playing flash light tag and kick the can on Larch Lane. 
1099637,4,"@TruckindogKarma Golly it looks a lo-o-ng way down from the cabin of the truck to where you are lying, Karma "
419429,0,waking up at the crack of dawn! = 8:00am  but ill be home in time to hang with my girls I hope!! I miss my own bed and my puppy &lt;3
107959,0,so this month i'm working over 60 hours per week....  why???  
436029,0,lack of sleeps give u pimples  #fb
1481689,4,Do you know the best thing about a pregnant wife? I'm not the only one who burps anymore. 
855181,4,@tashjudd Welcome back  Apprentice is very important to catch up on! Bit of a comedy this year.
1103771,4,Grant tomorrow YAY  i hve been waiting all week for this day
121369,0,watch'd desprite housewives. happy that theyre fine ! so early to sleep.. this weeks gon be CRAZY 
545482,0,Headed for bed. Had great day in St. Auggy. Tomorrow is last day I have with the kids 
967114,4,Just wokke up to hot chocolate 
105438,0,"@PushPlayDEREK  dont remind me, i spent my whole morning in tears!"
669760,0,My effing neighbor wont quit with the obnoxciously loud ass music 
764198,0,"By the way, Ed McMahon died.  "
400706,0,@JessicaViberg I didn't know you could feel this way about a person you don't know.. and my heart is broken  .. it hurts..
1327615,4,@tanketom Will do! 
1122310,4,i love michaeljamesway.  Bandit Lee is the most loved Baby.
366442,0,@eatcrayola Quebec is 5008km from london 
722929,0,"@squarespace, when are you going to have winners from Asia?!  #squarespace"
1317050,4,Remember people its Late Night Confessions with Summer Snow. Ask me questions? Converse  I am liking this music by the way.
988295,4,@simsslovenija Awww that's too bad  Right now I have comments off because of spammers - will go open again in the Summer 
857318,4,has just watched twilight for the second time today  gotta love that moviee
672597,0,Dont deal with u nomore so how about u just skip ur ass back to lorry's house @mzneecij ...(ur no fun) 
466741,0,@talosman beer is great! But I just can drink a little bit... 
114634,0,"@ColdHearted19 ooo will watch out for itt, final auditions next week "
1061098,4,"@cuteguardgrl06 I MISS YOU!!!!!!!!!!!!!  Dude, we could get engaged to each other!!!  "
667179,0,@applespotlight .... Or drop it in The toilet like My wife did. 
1115345,4,Still crushin on Wil Nieves.....yeah...married.  Do we see a pattern here?  
568228,0,reason number #44 why men should never do laundry: dad ruined my favorite black lace dress 
1280338,4,@GraceMaryLove hehe. I am.  i'm Ireka. nice to meet you mary grace.
1551394,4,@triciagoyer all your stories sparkle 
1481898,4,I had forgotten just how much I love Fight Club... 
712637,0,Omgosh ive been away so long wtf did i come home!??  i hate it here
661937,0,I WANT ZAC FOR ME 
769999,0,@breelin I need to make it silly lol. I miss you 
571165,0,Get friend code 4 my game.I tkae 2 1 persome but they got off 
1120222,4,"@Jaynecollinsmac okay, all done. thankyou thankyou thankyou  x"
135656,0,Totally up for the some Violent Femmes only I cannot find my cd. 
760594,0,whaddaya know.. another headache.. great 
459219,0,I NEED SOME ADVICE....MY EX WANT ME TO COME SEE HIM TONIGHT BUT I DO BUT I DONT LOLZ BUT I KNO WHERE THIS COULD GO...NOT REALLY BUT Ugh 
1390542,4,*sign.. Well weddding in the am. Gnites twits happpy bday mariz 
494606,0,I have a headache   and I don't want to be around people today...
576307,0,"@philjeffs neither has the wife, i just wasted my first ever iPhone MMS and she didn't get it; got the old message about going to website "
117581,0,feeling bored i wanna every one here @ my place 2 find a place of there own 
668115,0,is at work wishing that she could be enjoying summer like every other college kid in america 
725955,0,I'm sorry but I just don't understand Twitter...AT ALL  
1102004,4,@ThatAngelGirl that's great!  coaches are good people 
172144,0,Gotta work.  Lonely weekend ahead. 
901581,4,@AmyatQ13 @borborigma I agree about the redesigned Q13 site! Looks great on computer &amp; phone. 
584154,0,"@pinksweatshirt maybe lotsa punctuation, but not so much truth: &quot;Cera&quot; twitter ain't the real guy: http://bit.ly/Yn7hy "
1123828,4,@grungeheart_ then good luck 
1313687,4,good night lady @evablue  ♫ http://blip.fm/~7jhzu
479434,0,@NYC_CoachO I'm not a lurker  !! I'm here alot sometimes I just don't have anything sarcastic to say :-/
762751,0,@NicoleeeFx so I have no idea what i'm gonna do with the story now 
187626,0,"It's always nice to b awakened before 06:00, especially after turning in after midnight  I love our two boys !"
700387,0,i feel somewhat better-slept for 12 hrs-But still coughin &amp; have a sore body-i never get sick-last time was 3 years ago. Bubba's tonight 
652839,0,Is wondering who to curse out second time my money ain't right if it doesn't get fix soon heads will roll. 
258218,0,@GoHeadOverHeels i've been having a lot of problems with twitter 4 days  I still cant get my background to upload  it does but doesnt show
852960,4,"off to another lovely day at school, it'll be over soon, "
112924,0,Tidying and then more work 
1421824,4,"just graduated! now i'm chillin with my family and second family playing wii, watchin movies, and doing karaoke "
99952,0,&amp; Danny's ending performance was just so beautiful. Btw I stayed up yesterday &amp; I forgot to bring my thumbdrive. I'm the 'smartest' ever. 
538601,0,Thinkin about Jess got me thinkin if I hadn't lost my baby I would b due in a month (7/26/09) 
390812,0,"@TalkToQwest no, DSL service is still down. 38 hours and counting. Called support: known outage, no ETA on fix. "
874359,4,Woo! Weekend! Chilling in st pete with matt 
1086053,4,"@im_erika There was a girl getting it done on her legs yesterday, she didn't seem too happy "
472557,0,Is about to go to work.  have fun at vbs lauryn.
368268,0,POSTED AT THE CRIB!..THE WEATHER F**KED UP MY DAY MHENN!!   NOW WHAT?
1549311,4,@yungdyce Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1368159,4,@Stuartcfoster It will be so great if you can make the @MProfsEvents B2B Forum!  Hope to see you there...
628492,0,@moony394 Lol you don't like anyone else now? 
1181200,4,@tonyvisme I am great!  beautiful here too 
1530487,4,"Monday morning, waiting for the caffeine to kick in... "
1479837,4,@ladyysav hey savannah what are you up to girl? 
1080250,4,@onetwobeats haha yeah i'll bet! but fer sure we have to have a typically Hannibal day like the tourist do 
683407,0,i need to get up in 6 hours to take Captain to my sisters.  I am doing laundy.  My outfit for the day is next in line to be washed 
1133738,4,"Unpacking!  @briannabarbati come back, we miss you."
1548439,4,today has actually been one of the best days in a while  OH HAPPY DAYS
586218,0,@RecipeGirl been getting a lot of mail server bombs lately .. seems to be a trend gobs of crap traffic is clogging servers all over 
1505041,4,@oyinhandmade I still love all your other stuff though so if I never see honeytint again it is all good 
742864,0,Made it to church early!  Shocking. Hope everyone enjoys the first day of summer and Father's Day!! Flowers on the altar in mem of dad 
1338596,4,"@Charleykins Haha, I'll try not to. "
1424105,4,"Having fun with my kids at Gateway, playing games of chance for prize tickets. Kinds like life, eh?  "
1448241,4,@Kali_roll u can believe me!! 
969889,4,@technicalfault I think it all dapends if you have &quot;the look of love&quot; 
577023,0,Had a really fun day at Ordina Open.. still a little bit in shock about what happened to Marcos..  So sad &amp; scary to see!
1461952,4,WATCHING IT AGAIN IN HD!!!  &amp; then putting it on my phone !! SO EXCITED !  OMG! is this the 2009 surprise?  COOL!
585666,0,If you read this...im sorry. i really and truly am sorry 
1309503,4,"getting warm &amp; fuzzies inside the studios of KUAM today, as the KUAM Family kids surrender to summer and add color and joy to our lives "
151320,0,don't feel good ...wish I was at home 
1279225,4,@graff_king well its kind of you to say  xx
1028003,4,hey guys im taking a bath come over if you wanna..................................learn about WATER DISPLACEMENT! haha  GOTTCHA!
1208655,4,@zeeblack yeah! tru dat! 
191175,0,"applying for jobs is not fun...nope, nope, nope "
1416077,4,@lindaliuser could you please have janice check her fb and call me back? Or just have her call me? Thanks! 
842456,4,@blksuitbouncer LOL I just connected two tweeters!! I'm so awesome! 
780435,0,ListeninG SoME Music.. hEre.. ALoNe??  
1096202,4,@Spandexx naw shucks i feel all warm and fuzzy 
1525739,4,@thomashallett Well done! Nice one mate! congratulations! HURRAH! 
1025960,4,@stirrell you never know ;) Jared and I made a PSA on a survivor of a zombie greeting card 
32977,0,@callanb nope. auctionsniper was set to 250. other bidder's max was 250. i missed out. 
264445,0,feeling bad for ben stiller....bless his heart! they are making fun of him 
1147511,4,"Now doing Iridology and Herbal Medicine at Art &amp; Craft Markets on beachfront, Gold Coast. Had a busy prosperous day "
192879,0,ugh  WHY AM I AWAKE 
228032,0,at university and am so damn tired..besides i failed in psychology 
610649,0,is gutted she cant see @ThrillHillBruce this year 
888543,4,"Bamboozle, part two. "
240931,0,"Whatever, from now on you can start our text convo's think I've started enough recently and today you cant be bothered to reply "
1289694,4,@TheKellanLutz  thats so funny  
631051,0,@BradOrlich hey bud... Ya thats me. LOL. hre is a nice little set from 2day. Not me though   http://twitpic.com/7ro20
1073820,4,going to dinner for my graduation and then going to kory tyler and summers house for a hella big sleepover. 
1267654,4,a little gilmore girls season 3 
240451,0,needs privacy at all times... Certain informations are confidential and don't wish to let other people know... This makes me so upset. 
656687,0,@Jazzy813 FAV i cant go to that link my job blocked it 
455906,0,"omfg :| new kids splitting after full service tour, this can't be possible "
348796,0,@JustMeyer Ok i just listened to that one...really dope song and the beat.. i guess I'm just not that impressed with their voices 
103783,0,theres NOTHING to eat in this houseee. 
412150,0,"Tummy acheee. stupid pizza buffet, i hate you. "
807371,4,@twinkleboi He's waiting for you - with his mates 
837732,4,Listening to the radio 1 chart show  Next Up ; Switch w/ NICK GRIMSHAW!! I love that guy..
668566,0,@ohboyitsfatima awh  well i'll take tons of pictures/videos for yaa 
1348901,4,@meatstack That Banda Bassotti version w/ Chris Byrne is my favorite. 
505998,0,bored trying to figure out why he wont talk to me 
802734,4,@RealHughJackman Wow...I had lunch at Dooley's @ Silverwater and thought THAT was a nice way to spend a couple of working hours...you win 
1136798,4,"@jeangwang ROFL!  See, I couldn't get away with a comment like that...  "
1221015,4,#mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday  retweet
694079,0,@LittleLisa69 Not good at all  Score is 26-7 to the Boks
1238396,4,Haha Deepak Chopra posts a beautiful thoughtful post just after my &quot;heart spitting&quot; post. Karma or my angels tellin me something?  love it
323956,0,"in desperate need to have my laptop back!! I am lost without it, it's been too long "
1224563,4,@skittles15th aww 
195136,0,@gleepface Matt Bellarlly iz a nob 
1400113,4,getting ready for the day! 
473263,0,"@dabitch I want to order some clothes from Torrid (US) because they have awesome plus size clothes, but it's +37% and that's a lot.. "
348941,0,"Your faith in me brings me to tears, even after all these years . And it pains me so much to tell...that you don't know me that well. "
1174178,4,sunny again 
341939,0,Very tired today 
955670,4,@jonasbrothers http://twitpic.com/5cmep - Dont you get a private jet ?? Have fun 
341792,0,@StanDevia I don't understand  
1290662,4,ahhhhhhhh gossip girl was the best ever ! finally chuck &amp; blair are together !  yesss lets hope they last 
187946,0,@CrimsonMe you attacked my buddy Djarum it seems! 
974499,4,@whitneyelizabet yeah! I'll email you this week sometime....I have a few weddings on the central coast 
1529398,4,"Another week has begun, another day at work. Hope not to be too distracted by a certain community. Oh, who am I kidding? Of course I will "
