,polarity,tweet
1077414,4,@dee_carney Thanks Dee  It's just coz my boys go stay with their dad &amp; I miss them.  Even if they are obnoxious teens LOL
763913,0,sick  im terrified i have the swine flu ahhh!!!! sore throught upsett stomach headache!!!! ahh!!!!
815843,4,Adam Lambert is someone I like better live than in the studio. Which is a really good thing. 
53808,0,@mileycyrus nice * my videos  broken 
1099,0,@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp? 
699029,0,@mz_icandy you called my nuggets nubs? You're so mean!  waaaa waaa *crying*
379153,0,needs a new laptop. 
1027214,4,I just lucked out on a goldmine domain www.followers.ws   GREAT domain name. I think Ill develop it unless someone wants to make an offer 
221341,0,@Cootsiepoots  me come visit soon?
759788,0,@JuiiCyeffBaby don't act like that with your brother it ain't the same old story I only used it once ok maybe twice but no more 
1592539,4,@wendilynnmakeup Good morning! When will you go back to work to Heroes? 
577142,0,cried my makeup off yuck. Massive headache. Back to the wake at seven 
1007576,4,@SamanthaSlopes Why not 3? That's how I tell if abattender likes me. 
155943,0,just got home. i want you here 
761028,0,Not feeling too great at the minute......sicky tum!! 
171799,0,sitting at the chevy dealership in utah waiting for the van to be fixed 
609143,0,"@GQMike As if the rain delay wasn't depressing enough, I just read that TR Knight is really leaving Grey's  http://is.gd/15pYy"
627575,0,"@DonnieWahlberg ur getting promo in Australia now,for all the wrong reasons.papers are saying New Kids OFF the block "
1526224,4,@eliichpu MEEEEEE TTOOOOOOOOOO maybe watch some tv like me? 
187605,0,Time for bed. Getting ready for a long day at work tomorrow 
719929,0,"ughh, I wish b93 bash didnt get canceled.    sooo mad, spent 4 hrs for nothing."
170530,0,@laccboner mom said no. 
698679,0,"@ree_i I'm off to find me a party dress.  Of course, cuz I'm looking I prolly won't find one.... "
1410132,4,Finished SAT  time for some zzzZzZzzzzZzZzz
504354,0,I REALLY want to go see Tegan and Sara with @donny545 and @cms8designs on July 3rd! It would be so bomb!! Too bad it's in Seattle. 
613656,0,I full on missed my 1000th tweet.  I bet it was something about trannys.
533467,0,Burr it's getting cold in here. And my headache doesn't like it 
246710,0,"@tannerglass Nope, it's gone "
447369,0,@emmacharlesbeth Sorry about the sunburn. 
1397863,4,"@joepawl He SwHs and throws lefty. I'm working on those skills with him, not culinary. Momma needs THAT meal ticket more "
1134396,4,"@FlowerDust I think if they just closed, I would be a lot healthier!   "
213372,0,@BarryHarveyUK yeah I don't doubt it mate. Disappointing fact 
1546191,4,Well almost 90 subscribers need ONE more! 
1085765,4,@Kacizzle88 let's be honest here he's not gonna beat Lebron in a dunk contest plus ill sabotage your guys plan anyways 
225603,0,I'm about to pop. Dinner at Maggiano's with the wifey sans the kids. I'm ashamed: no more room for martinis! I'm so old...  
1276827,4,"@toosweet4rnr That's funny, but true! "
435577,0,needs some motivation to start SBD Phase 1. Hay....i'm eating a lot of carbo again. 
1168382,4,@Crads313 por fin 
479128,0,Need warm milo and decent milk. Cant get either in my hotel room. 
1515775,4,hit em with det flex and they be beggin fa some mo 
365375,0,mom has bronchitis... I just pray I don't get sick now too 
1468224,4,looking forward to seeing the new Terminator film 
1161274,4,@jmewithachance Cool  I'm going to head off at 9 hopefully.
511377,0,@URIENATOR  sammee! gosh how r we meant to finish it in a week! plus we have to do a portfolio&gt;___&lt;
1069343,4,@Kimmy6313 woouu.. I hope it isn't serious ... take care 
103377,0,"Good morning, #Phx! We had some technical difficulties overnight and this morning, so video will be a little slow in coming. Sorry. "
946545,4,angels and demons-&gt; pretty decent movie.          the book is still better 
741706,0,@KathyFriend She absolutely should have. I am so sorry 
1462510,4,@Don_J aawww  twitter cut me off last nite for sendin tooo many tweets lol
334768,0,"DOliviaWilder  SORRY again, had no idea. He never said a word."
641488,0,off trainin in 1/2 hour...gloves in gym bag all ready.....just feel dead tired tho 
1501492,4,Just got to our hotel in Kentucky. Jessica and Tylers wedding was beautiful 
484840,0,"Scratch that, it's tipping it down now "
85392,0,Love being at the airport already for a 1145 flight... woo hoo! 
1271057,4,"bored. and craving fruit. or pickles. that's still a fruit I'm pretty sure, so disregard that statement. IS IT WEDNESDAY YET? CONDITIONS! "
1865,0,@Pauliwhirl OMG WHINE WHINE WHINE WHINE HOUSING LOTERY IS OVER STFU I HAD TO EXPLAIN TO QIDONG THAT HE WAS FUCKED. 
1163388,4,@TheLadyLa Sounds like your having a great time... Show them some moves on the court!!! 
339224,0,but i dont wanna straighten my hair 
115679,0,OUCH! my stiff neck is hurting me so bad 
1559897,4,@snowhite197 haha. Hard training deserves some good rest. 
1591305,4,@Simonbtfc Thanks!  And good question... where are you??
1248446,4,@andyjudd cool!  can you help me about the pic thing? haha x
1249493,4,"@Kevin_Lately not looking at the ball either!   key:  swing club, let ball get in the way....(BTW, nice shoes....  "
204030,0,feels sad  only one person can make her feel better xxx
459829,0,ugh... its already gonna be Monday again tmrw... boo for mondays 
260076,0,Driving my hubby to his office... Still sleepy... 
1144504,4,@TwinHappyJen Thanks so much for the Twin Happy Carnival. It's been a lot of fun this month.     http://bit.ly/Q00At
799828,0,@wwjpat am sure he'll get &quot;there&quot; in time... and yes  i miss Chris (old Adam) so much  he was very good n attractive 
1523861,4,"@Att_Mktg_Tips Thanks for your reply, learn more about me and my blogs at www.adampriceblog.com only pure content there, nothing to sell "
1319608,4,*sits on @mikesage86 desk* mmm watcha doin good lookin 
957754,4,@jaymc123  love it
676383,0,CLAIRE BEAR IS TAKING VERY LONG TO COME MY HOUSE 
760893,0,Mornin! Ayi I'm runnin late!  quiz today wish me luck
158349,0,HAHA shot someone in the face with mai EPIX shotgun but he dident die  good game lol &quot;Pawngame.com&quot;
1590430,4,@Rotmush no.. I think it was Ori 
1200165,4,following 100 people! wowsers. thanks for following me 
1378877,4,"@boymeetsboy_x what are you doing today on ya b-day, yo? don't have too much fun w/o meh! "
1209657,4,@climateblogger awesome day where we can shout all those green twitters  like followfriday
927558,4,@candysnap absolutely! but we'll need some local help here too. 
872893,4,@Chrissyisms No problem  Nice to tweet you!
817448,4,Dance comp today at the Americana hotel  &lt;3 N.A.P.A Let's go ladiess 
50218,0,@ScottDavis get me a ticket for#startrek when you book bud. My mrs won't come 
245239,0,@LangeFamily What? :o I like redbull  when was this? x
1577915,4,yay!school opening has started today 
815210,4,@BeautifulBarns Visited your nice website; I learned a lot. Thanks for the follow-have a great weekend &amp; good luck on the move. 
1259537,4,Watching family guy ... 
1268564,4,Possible job search tomorrow 
186286,0,Hey @backstreetboys off air  noooo  (groundctrl live &gt; http://ustre.am/X1C)
863151,4,"Oooh, I just changed my twitter to match my LJ. How cool am I? "
602039,0,@crusader1089  Hope you feel better soon!
1391930,4,@bodylikemind You WERE! I remember walking into a darkened room &amp; seeing you chilling out on a sofa 
1089946,4,@philipnewmannz http://bit.ly/FcxoV is always a good subject! 
852497,4,@aahshulee not too sad...i have coffee  and i realized two bites into my pizza that the mysterious stuff was eggplant...my mouth is itchy
1302367,4,@originaltyler im so excited for the new parody 
1340736,4,Is very excited for Big Brother tonight...please let there be some eye candy 
522930,0,@tokendomski Tell me about it! Gutted though as the exact same thing happened with a Bounty last week. Obvs not meant to eat ice-cream! 
648774,0,should stop looking at the menus on allears.net My mouth is watering yet my wallet is dry  #fb
92222,0,"@amandagravel aww you get &quot;saddest tweet of the day&quot; prize   At least Verdino is thinking you're hawt tonight, if that's any consolation."
1488542,4,"@mitchelmusso ,,hey youre ausome. please give a shout out to me  love u lots mitchell. im in england, come see us x"
657354,0,"Laptop got a virus, kept crashing, had to restore factory settings.  I lost everything."
1368785,4,@oOoshecutee hey hey now!! 
1246690,4,"@MagnusApollo maybe not as frustrating as your pyramid maze, hate "
836318,4,hi @ana_alemana ! I would suggest music of my electro project *** http://bit.ly/Nos9D *** free download &amp; have fun  cheers
1336859,4,@DebbieOrwat Yay! Christine Tremoulet is a very good friend of mine. 
510844,0,morning all - What a weather her in Amsterdam - so much rain 
1340964,4,@Asulatina21 Cher! Of COURSE we have cute puppies 
974129,4,@danij715 lol... uhhh... well.... hope it all went where it needed to at the end 
85851,0,my family went to panera bread without me 
82663,0,My legs feel restless and I'm having trouble falling asleep now 
432000,0,I cant sleep 
500916,0,I want an iPod Touch. 
1423503,4,En route to Sherman Oaks to watch Hangover 
473729,0,I am running on like maybe 2 hours of sleep. Sort of miserable right now 
1005669,4,"@filmutopia good god, I hope not. "
799787,0,@rararachel That is so sad. 
221781,0,I really don't want the Cav's  to lose 
1219959,4,"i am awake an sneezing like mad. Very hot again here today, so im going back out into the garden "
1359898,4,@tommcfly Now your not gonna let a little sound check ruin this for you! those fans will just be glad your on the stage ha  GOOD LUCK !
899723,4,mumbai crushed..........bangalore won..........go RCB  the underdog will win 
1282575,4,Goin home to the YAY for the 4th of July!! can't wait..I miss kickin it with my people. BBQ and Liquor then fire works at thw waterfront 
1376321,4,@FoxyRcGrl come hang out 
78221,0,Watching dc3 clips on youtube....ugh miss em 
687710,0,"Internet fail! This is discouraging. Internode never goes down, so I'm guessing the problem is mine "
517788,0,Decaf taste funny to me  Anyone else think so?
360081,0,@Wiltedrose23 he came in today and I wasn't there!! 
141659,0,i flossed and brushed but it still feels like chunks of meat are stuck in my teeth. 
690510,0,OH! I have to go to work with  a bad hangover... 
266573,0,2am and i still can't sleep... Boo! 
1114972,4,@Myss_West love you too bby 
159010,0,Ouch the sun hurts my eye 
718269,0,No camera guy  and I really want pics of sumo suits...
1552273,4,So excited to get to hang with 5 of the greatest ppl I ever meet again next tuesday 
1596220,4,oh? i guess i'll go ask pi then. or ryo. or koki. i'm sure they'd be more than willing. lend me your phone? i've got a few calls to make. 
547363,0,Finally have native desktop identi.ca client on os x in form of nambu. woo. had to create password though 
1491438,4,@nkvanhoosier or am I? LOL sorry just acting silly. Just ate so I'm very happy 
1560339,4,My bad you have like a new last name every week! Hahah. Just kidding. Love you too bitch 
834471,4,@nick_carter u make our twitter pages much more fun LOL keep uploading this crazy pics!!! 
1402942,4,On a tour of AMAZING homes! I miss my friends right now! Need u guys!   Cya Monday!
632837,0,wish i had a drink 
455955,0,"@FF40ish Hiya, I'm catching up with some friends in town this arvo I'm afraid  Wanna pop round one night during the week?"
598976,0,@Rosellyanna goood and i'm just on the laptop watching some music channels and i'm about to have a shower and then carry on with revision 
1101521,4,@GamingSteve I played it in the early stages of development and it was fun then. Check it out 
1142049,4,wow it was hot today!! so glad we have the pool nearby 
917336,4,"@ALOliver You've got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it's what life is for "
602484,0,Econometrics burns my brain! I'm screwed - no chance against mathematics 
146240,0,"@akutenshi745 Lucky Dog!  I want to go to Virgina, too!  "
1104784,4,@flyawaysun much more to life SWEET SIXTEEN! happy birthday! see you tomorrow.  do you feel older NOW?
607820,0,Going to the gym...leg day - Booooo 
1254343,4,today...was a good day 
1275336,4,"@karinb_za no, luckily not it seems "
751323,0,@flyboypatrick It must be different through my eyes. Season 1 is on it's own but I still love the rest. I just can't take Heroes bad talk 
1039229,4,@WerdUp Trying to...Fred said you guys got the tickets already...I want to go to Reggae Fest too   I'm all about being busy this summer
1461987,4,"Good morning!!!  Still recovering from that tough loss against the Dodgers.  Hopefully, we can them tonight!!! "
108822,0,@Jonasbrothers aaawwww  why can't you guys come here and do some concerts or something over here in Australia ;)
411195,0,"@ReTaRdEdGaNgTa I totally forgot bout it and mrs ipsen said that if we dont buy them this week, we can't start "
54395,0,Serious thunderstorm and tornado warning rolling into north Dallas (plano/allen).  #weather 
848469,4,Soldier Leon &quot;Willy&quot; Wilson's lucky bullet escape. http://news.bbc.co.uk/1/hi/england/manchester/8007565.stm Happy news 
320118,0,@runsintowalls19 booo weeks suck.  but at least you are going on a vacation in a couple days. lol
1347400,4,Whew they jammin on the radio The Clark sisters U light up my life mahasha 
540745,0,@SweetPeaAngel sorry to hear that  *bighugs* xx
1550505,4,@donitabrown amazing isnt it? And I think its a matter of beating state workers out of downtown. 
888658,4,@memepunks really? leaving the casino in the morning is how half of our regulars do it.. you should have asked them for advice 
1020538,4,who stole my heart 
1508741,4,"off to bed...no studio.,no club...4 days of school left in southern california..remember how awesome that last day of school year felt! "
848236,4,"I think its time to go home for lunch, and sit in the garden for a short while "
139343,0,@PsychoBitchPB Oh noes!!! Twitter'less cellphone is fail!  http://tinyurl.com/rdo2ca
1290020,4,now going to be shown kickass new dells by #dell - awesome. w00t 
144849,0,Why am I up so early  ..soo tired
805526,4,SHOULD PACK BUT IS A LAZY CRAP. am twittering and myspacing atm 
419677,0,I put too much Lemonade powder in my drink. When I added more Iced Tea it was too much powder overall &amp; not enough room for more water. 
390299,0,Looking forward to baseball today but it's raining  Go Gators!
1533007,4,body's aching.. head hurt.. need to sleep. GUD NYTE!! 
1453577,4,@zaneology Haha i can so relate to that! Enjoy the mac and cheese! 
1254652,4,"Essays by William, Patrick, Hayley, Greta AND Mark? Oh, AP, I knew you loved me. Plus the MASSIVE Blink article. "
1035772,4,Woot major shopping day tomorrow oh oh lol 
91223,0,@Vikki_Foster hehe like i took my sis to timmys and i saw this random mcdonalds cup on the road.and i was like.OMG I WANT ONE.im so fat 
1493720,4,"@qikipedia everybody knows this Norman Wisdom thing, come on guys "
30016,0,@RayRay_Sodmg qood morninq ! Today's school 
1367383,4,"Good morning.  Still not excited for school, people."
1342531,4,@radiomsn toca hey monday ? 
1165794,4,@twistedthursday the premier league crown will be back at Chelsea next season 
407761,0,"@tansahsa Oh, I'm racking that up at an EPIC rate.   I'm out of RolAids, too. Bueller? Bueller?"
62707,0,good morning all!im still high off of Manny's 2min KO from lastnight!im also feelin betr.no Swine Flu!i think? 
1305932,4, Was just walking away from the PC when i got feedback ;) I also just got a call and may be heading out instead...quick shower then. 
801406,4,&amp; i played that shit out till the battery died ahaha!...good nite everyone 
974928,4,http://twitpic.com/5ey4c - my collection. It will continue to grow. 
1074613,4,@mariauxy great meeting you today! Love the chair  Many thanks to Bruno
1380941,4,@momisery shedding a tear for you my friend. 
1273319,4,@yoadrian29 hope u like the Marley/Hill joint! 
1370621,4,Is bowlin with frans! 
727557,0,Not lookin good 
135812,0,Is thinking about my dad on his 12th anniversary xxxx miss him lots 
554841,0,fuck...must get up now and leave the hotel  Wanna sleeeeeep
1061396,4,Just got back home from school 
792815,0,I cud be in Southampton right now  damn them stupid trains!!!
365173,0,Going home in the rain 
988975,4,daaaa f@%k !?!?! Seriously? U're a huge asshole... yup 
1166653,4,i had the best dessert in ages at lunch just now = valhano hot chocolate fondant 
295900,0,Not feeling gud at all 
298983,0,Heidi and spencer are michigamua-esque 
416697,0,"Shower, sleep  work from 10-6 tomorrow. Ugh "
224260,0,I have the worst feeling that my english presentation is going to get a reeaaallyy bad mark  And I can't stop thinking about it!
1447458,4,I feel like watching me some twilight tonight. But I  don't want the laptop with me all night. So I guess I'll read eclipse 
1574305,4,@stilgherrian @mpesce.  I think that was his Google query.. just entered into twitter by mistake 
608794,0,"@hitmewithtechno man i'm going to try real, real hard. i think we're going to detriot that weekend anyhow, so who knows?! "
598694,0,another long day of rehearsing... 
429649,0,"@Hilary_W Wow.  How do you invent Tizer? It's such a random drink.  No, sadly I don't get lots of free mints. "
1354146,4,@MarieMakesLight YESSS  !!! TEAM JACOB ALL THE WAY haha
368331,0,@NKOTBmama my coworker bought it for me for christmas 
1552710,4,Just saw a hugee rainbow 
376444,0,being reminded I'm supposed to design sites for IE. I'm on FF sometimes safari. IE!? haven't used it in a decade but I gotta design 4 it. 
210697,0,@amandametheny Me too... 
89684,0,i'm convinced this dog is just going to shit inside the house and stank it up until the end of days. 
797150,0,"Is hot, tired and really really wants to go home!! Bah! Bloody mother and wanting an outfit for Dads retirement weekend "
1426818,4,Makin it a Blockbuster night 
730022,0,"@LeeMcIntyre Hey Lee, I'm having that same problem right now with Skype... "
1479709,4,@ique_roxs Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
867266,4,"i love waggamammas food though i still feel full from last night, yum "
202271,0,"@Angeldream05 Pontevico, which is a small town in Lombardy. Ohh! I went to the Italian Alps - can't remember which town though  so pretty"
1470550,4,"what a tiring day for me. oh well, at least i got to hangout with my precious friends "
1070974,4,"@fadeoutfeelings Yep that's fine, i'm shattered aswell so i'm going to bed. Good  night night xxx"
785832,0,"Been hearing alot of negitive things about Transformers 2, which is sad, but only worse if its as bad as they say. "
669916,0,Bad day 
605218,0,"@photo_ed No, no time to do that either. From M&amp;S I'm afraid "
538067,0,Either nobody is tweeting. Or twitter turned off my mobile tweets again.   -9.15.08 &lt;3
893376,4,"@tokyomod thank you! I dunno really, kanojo is leading the operations "
1155592,4,finished english and s.o.r  now time to have 2 big cups of water 
709594,0,Too...many...sweets....feel sick! 
110347,0,Oh snap vaccinations on Monday 
348302,0,sore throats 
867546,4,@Naina All the best for your new venture! 
731935,0,Actually it was just really weird. I am not in the mood for this English presentation tomorrow at all 
1165278,4,"More free piano music for you. &quot;Hearth,&quot; from my 2007 CD &quot;A Winter's Journey.&quot;  http://twiturm.com/k4kp #freemp3 #pianomusic"
405238,0,So tired I'm a little dizzy. Meds SOO not helping this state of affairs. Wah.  I need cuddles. From my bf. Who is comatose. FML.
77522,0,@roqqzz I thought u were gonna call 
744224,0,@AndyHannon my birthday's the 25th - beth had to give me my present early because she's going to be in LA with @amandapalmer on my b-day 
1163935,4,beaut night at emma's and couldn't love my friends anymore 
307013,0,"ew, i have sticky fingers now.. "
647518,0,another rainy work day 
1263227,4,@virtue972 Bonjour!  Doing some reading!   How are you?  Do I need a passport to travel to Texas? 
742310,0,work work work this week 
20367,0,Enjoying the F1 whilst updating FS profiles. Back to work tomorrow 
1349141,4,i want some nice food... someone make me something? 
1560572,4,.@moryan Thx for all the Supernatural coverage - its the only genre show gaining viewers... Props    http://www.airlockalpha.com/node/6437
1203180,4,@inkspotworkshop Fun ideas!  Thanks for posting.  
1332152,4,@vicnoho urrg! good luck  I bet you will do great 
1113025,4,@stripesincolor Nothing much  Boring summer eh.
1589491,4,I'm completely crazy after seeing the Jonas Brothers last night  woop woop x
869025,4,@amberlylou you go girl.  I'm proud of you.
1375534,4,"hey, hey, heey twitterland!  i missed this all day :\ how are you doin sweethearts? i was approved on my driver test!  WEEE! \o/"
558884,0,Disaster! Totally pouring with rain and I DON'T OWN AN UMBRELLA!!! 
703313,0,rain bleh   where is the sun?!?!?!
274557,0,Andy sanberg was Hella funny last night. Twilight can S my D. And I think eminem should fill out a hurt feelings report 
140647,0,#FirstRecord The Mr Blobby single  Sorry folks.
1143027,4,Waiter please bring another bottle of champagne this way!! A.sap 
1556626,4,"@shauna1991 my mate told me, she found out "
1181842,4,"@rorambenjimouse To be fair, it did take me an abnormally long time to realise! "
231969,0,"Dammit, can't find a retail outlet round here with the Cruzer Contour "
530811,0,"@ASinisterDuck I wish the controls where better in prototype, I hate having to select one when in a fight "
38522,0,"Am having a break, hot tea that does not taste like tea!!! "
225127,0,"@mileycyrus me too, and i guess no one goes by that anymore "
852926,4,@EricaBeth thanks for rubbing it in!  lol
229175,0,trying to ignore my tooth ache till I see the dentist tomorrow 
793847,0,apparently kassi has hit that age where she no longer wants to sleep in until 10 or 11 
85955,0,"@Sparkly82 Oh bless you  *hugs* You take care. Are you up to anything today, bb?"
1489731,4,"@MiDesfileNegro no i will do better things, think happy thoughts "
394139,0,@WhatsTheT  I thought I had offended @booskee9 ... I felt really bad cause of what I had on..thought he saw me like a slut 
56836,0,3:45 am and I can't sleep..... 
1588506,4,@BlackHeartWhore no I don't  - anyway - why are friends for if not to make our life funnier? 
807233,4,"@breanaphillips  lol wait, so many things  ! lol"
1295015,4,@PENLDN I thought it was the undercover brother joke. lol Watchu doin' in Hong Kong?? &quot;Nei Ho&quot; 
1064866,4,Ready for the Game tonight ... Lakers kiddos 
177842,0,@GrowWear Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter
1165242,4,@locspoc I'm going to put something on my website later in the week so I'll post a link then. I'll try to explain it well then 
81053,0,"Sweetest girl came out in mp4, I need 3gp for sidekick  maybe get it later? http://vixy.net download 3gp from Youtube (not Google Video.)"
1388154,4,@ylove have fun mate! It'd be good to see you in Melbourne soon 
1048783,4,yoga was incredible at houstons own jenny yoga on westheimer... ahhhh  off to DALLAS for show #2 
74176,0,Bored. #underbelly is boring me. Wish the logies was on again so I could bag the shit out of fuckface gretel again.  good time great times
610875,0,i let too many people run over top me 
598302,0,Claudia has recieved the longest message I've ever sent on my iPhone. And I miss Chelsea! 
156177,0,now cant sleep as the sun rises to early! 
674185,0,@curaja daughters aren't supposed to approve 
1520969,4,@bkmacdaddy who i do have to screw to get on this hot twit list? your hot wife?! just kidding  good morning &amp; power to the #positiveposse
498586,0,@Wil_M @snu70 Not very #green of you girl 
551129,0,In 7 hours I'll be en route to the oral surgeons to get my wisdom teeth out. I'm scared. 
36527,0,@psynister @brajana I'm sorry to say that I can no longer function without QH 
1599789,4,@Jonasbrothers best lyrics on the album= i start to freak and scream so loud just like the females in the crowd 
804056,4,as cant get tickets to Gadget show am taking boys Snibston as peace offering 
1535458,4,Check out my new blog. New post going up soon   www.lifetbh.wordpress.com
1314318,4,@intermezz0 coz it gives you satisfaction when a job is well done and it was all coz of you... 
546594,0,The dress was done and I was just putting in the buttonholes when the bobbin caught on something and tore the dress   
594887,0,everybody's in fontana now &amp; i'm still home...waaaaa...  http://plurk.com/p/11srpv
1306656,4,Off to get some white wine and smoothie supplies 
1395888,4,"@pedrorq Not a bother – another question might be why 24% of Irish people are crazy enough to vote FF, one that I couldn't answer  #le09"
126224,0,back to the office this week. got to deal with the Germans again 
1551846,4,@Jessica_Summer_  haha yeah cool that works! 
309224,0,"i now hate everything about the animation i'm making, and want to get it over with quickly. Next assignment better be better. "
1150369,4,"@alcedine @heartagram congrats on the new kitties. Two is definitely the way to go. Of course, monkeys r sweet too "
308062,0,"@laurapearl ok, you win. or lose, as it appears. "
228173,0,My office is a thing of beauty. Now a hot shower and some much needed zzzz's. All work + no play makes Juliet a very dull girl. 
322512,0,Just crashed again. 
414638,0,"I'm pulling for you, Nick Gage.  "
645683,0,"@o2 Guys, loving my iPhone but have to say the O2 store in Aylesbury was ill-prepared this morning and service very shabby - shame! "
444135,0,i am so boredd 
554107,0,No sign of #3.0 yet 
696801,0,"@jtbritto Doing pretty well, besides the tons of rain we've been getting the last couple of weeks  You?!"
1542142,4,I am studiyng geography!! I would like pass the exam!! 
1331703,4,"5pm movie with my little brother, I'm excited "
382482,0,"Never-before-seen Tiananmen Sq fotos in the Guardian today, incl amazing ground-level pic of tank man. I'd link but still no net @ home "
626113,0,@IAmBecomeSpanky You're lucky. I don't think there has ever been a Julie on SPN  At least not that I remember...
1209619,4,dislikes twitter spam - no I do not want to harrass my twitter friends for money thanks. Loves the sunny weather tho 
832945,4,@TinaGerow Yes I am! I figured there had to be someone else on the same flight 
1505800,4,@codenenterp @devhammer said it was the media center API. Corrected me in a talk a couple years back 
476773,0,About to board. Girlfriend is upset we are not priority guests. 
159610,0,STILL JOBLESS .... NO IDEA HOW LONG THE WAIT IS GOING TO LAST 
392385,0,@melibaker yay!! Shame i missed it hoovering 
219382,0,@cavashawn this is true. my county still went red though.  and i don't think i've been there! i'm rarely over there.
984574,4,@hallucinations experience the fast boot speed 
166085,0,"Slovakian country side is a refreshing change compared to tarmac and cars, but I am a city boy and need the tarmac "
714650,0,"Aw, a race car driver just died. My dads working a race. Picked up the phone and he was crying. RIP "
322725,0,Will not have any internet until the 12th. 
803589,4,igoogle twitter for the win! Thanks @willhowells 
833755,4,is bout 2 eat dinner....letme c theres a choice of icecream or chocolate lol i think ima hav both yummy 
987920,4,teacher's strike tomorrow  what more could I ask for? 
362298,0,OMG     John Barrowman has ruptured all the ligaments around his left ankle !! Awww poor Dude
1259924,4,@aplusk wait! Do you like this person??? That will make a huge difference 
1468570,4,@rb9003 Thanks! 
1221226,4,@kristinchapa call me when you see your phone crazy girl! we have plans later today remember 
344428,0,"Waitin for water to heat up, (N) Takin agess "
651718,0,Don't wanna do the day yet 
1527014,4,@vidhyavenkat Yeah Sem hols. Enjoying.  How are you?
1546427,4,i know everyone else has already said it but i had to add my two cents: lakers ROCK! 
77733,0,Goin to the mall by myself cause I'll my friends think its funny to leave me..  sad
923744,4,@SofieY its like 100 tweets in a hour lol so i think i should take a 10 min break  #TwitterTakeover
1551576,4,Back to work. 
678976,0,I still can't sleep! Urgh!  
21447,0,"Uuuuurrgh, want to die. Hangover = not cool at all "
160911,0,@summer_eyes I wish I knew!  The curse of Tumblr.
1179671,4, dance flick was hilariouss!!!
1010082,4,@AlenaSerrano keep your head up!! 
455666,0,@marisasmile they played miz biz right when u got out of the car 
1555083,4,I just got home from work and am hundry so guess what? I am making food 
1121729,4,"@miketd Oooooo, I can do that well and have even taught A how to do it.  Keep pawing K - go ooooooooon! "
1150005,4,i have &quot;hey there ben wiese&quot; stuck in my head now. yay. haha 
81288,0,Serendipitously sociable day ended with my bike getting stolen from opposite the Metreon.   Star Trek was a fun movie anyway.
1242155,4,shower time! then cleaning a bit. then adventure. 
1442126,4,@castillelandon I wish I could have seen that show... Hurry up and be superstars so I can see you closer to where I live! 
929106,4,Just finished mamas day dinner now about to walk it off 
1394434,4,@aliyoopah i thought he already have a first kiss because according to jeff archuleta's twitter david archuleta had his first kiss! 
617708,0,"@shayes287 same here  it needs more stability. anthr peeve is you can't search ppl's @-replies from their profile. oh well, it's 1.0."
1564556,4,can't wait for alex fest!  oh yeah and the wedding this weekend 
647406,0,@Chizux3 i dunno if i likes the new server locaion... all of the kq's are more laggy now 
5604,0,got to go study  i hate the junior cert cant wait till the 12 of june it will all be over then wwoooo
95396,0,"just got owned in pictionary, i sucked tonight "
1095634,4,"Shopping can be a nice thing even for guys, my wife and I just bought an incredible amount of new stuff for our to be born son "
1440460,4,"@iamadamyes really? must have been halfway into my 2nd by then, 'cause i don't remember "
964633,4,@emclev welcome home 
1231959,4,off to school in 15 mins  tweet in a bit. man do i love having an ipod touch for school ahaha.
890619,4,Just got home from a long drive back from London. Worth it tho. Got to see my buddy H and Pink @ O2 last night! Good times! 
953368,4,I finally added my pic to my profile...  please don't be scared 
1033119,4,what a beauuuuutiful life 
71951,0,@Zanna85 EWW!!! Haha Thank god Little Girl doesn't live here! Aww I miss my vampire man from last night  He's so purrrrty!
630858,0,@Camrus I knooow  I'll b there dis weekend tho guurl! 
719279,0,Well just got back from church camp lame 
903730,4,@fiendfyre Never ever smoking around you again. 
99797,0,"Gah, I can't wait for Twelve Sky 2 Open Beta. "
278746,0,PLEASE HURRY UP ON SUSAN LENGLEN!!!!!!! I WANNA SEE A LITTLE BIT OF ANDY'S MATCH BEFORE I GO!!!! unfortunately i have to go 
1266572,4,Falling back to God 
1290682,4,@green95j had tiny twitter and dumped it. Uber twitter is better 
1550944,4,"i am growing in many different ways, and i am glad "
264909,0,"@Jaicca Maybe I'll make it really worth the wait and go see it at the IMAX &lt;3 Your merchandise, it's so cute! But have no monehhs either "
917567,4,epic day/night. disappointing loss #canucks but watching star trek made it so much better  live long &amp; prosper friends. night \\//-_-\\//
268425,0,"Despite liberal and regular application of sunscreen yesterday, my poor ordinarily pale skin is rather red - ouch  - and freckled"
349454,0,is now watch watching Russell Brand videos... I'm so fu@ked. 
1221152,4,"is back from the Sizzler   yum, yum... I'm so full now!"
1301508,4,@chaos33176 chilln also 
1586555,4,waiting for schools out  see ya @san marco 
483052,0,"Back home after a long, long day. Wanted to throw quite a few people through the wall and into the shop never door. Somebody pamper me! "
716918,0,come onnnnn ultrasn0w... i wanna play with my new toy 
497756,0,I am trying to figure out how to shrink my pics so that they'll fit on my twitter picture area. 
75611,0,"sick today, not too great all weekend, but bad enough to lay out of work today "
